FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,,Afghanistan,2021-09-13 04:21:15,33.93911,67.709953,153990,7167,,,Afghanistan,395.50105667230974,4.653096218547434
,,,Albania,2021-09-13 04:21:15,41.1533,20.1683,157026,2543,,,Albania,5456.459795677253,1.619477029281775
,,,Algeria,2021-09-13 04:21:15,28.0339,1.6596,200068,5578,,,Algeria,456.2445641258749,2.7880520622988185
,,,Andorra,2021-09-13 04:21:15,42.5063,1.5218,15083,130,,,Andorra,19521.12858344658,0.8618975004972486
,,,Angola,2021-09-13 04:21:15,-11.2027,17.8739,50446,1339,,,Angola,153.48867720545573,2.654323434960155
,,,Antigua and Barbuda,2021-09-13 04:21:15,17.0608,-61.7964,2166,48,,,Antigua and Barbuda,2211.829098929826,2.21606648199446
,,,Argentina,2021-09-13 04:21:15,-38.4161,-63.6167,5224534,113402,,,Argentina,11559.783561194223,2.1705667912200397
,,,Armenia,2021-09-13 04:21:15,40.0691,45.0382,248850,5002,,,Armenia,8397.919300332002,2.010046212577858
,,Australian Capital Territory,Australia,2021-09-13 04:21:15,-35.4735,149.0124,630,3,,,"Australian Capital Territory, Australia",147.16187806587246,0.47619047619047616
,,New South Wales,Australia,2021-09-13 04:21:15,-33.8688,151.2093,44674,238,,,"New South Wales, Australia",550.3079576250308,0.532748354747728
,,Northern Territory,Australia,2021-09-13 04:21:15,-12.4634,130.8456,203,0,,,"Northern Territory, Australia",82.65472312703585,0.0
,,Queensland,Australia,2021-09-13 04:21:15,-27.4698,153.0251,2007,7,,,"Queensland, Australia",39.233701495454994,0.3487792725460887
,,South Australia,Australia,2021-09-13 04:21:15,-34.9285,138.6007,894,4,,,"South Australia, Australia",50.89666951323655,0.44742729306487694
,,Tasmania,Australia,2021-09-13 04:21:15,-42.8821,147.3272,235,13,,,"Tasmania, Australia",43.8842203548086,5.531914893617022
,,Victoria,Australia,2021-09-13 04:21:15,-37.8136,144.9631,25591,824,,,"Victoria, Australia",385.993755561924,3.2198819897620257
,,Western Australia,Australia,2021-09-13 04:21:15,-31.9505,115.8605,1089,9,,,"Western Australia, Australia",41.397399832737776,0.8264462809917356
,,,Austria,2021-09-13 04:21:15,47.5162,14.5501,710030,10839,,,Austria,7883.616095221176,1.5265552159767897
,,,Azerbaijan,2021-09-13 04:21:15,40.1431,47.5769,455044,6031,,,Azerbaijan,4487.978558413283,1.325366338200262
,,,Bahamas,2021-09-13 04:21:15,25.025885,-78.035889,19335,453,,,Bahamas,4916.7446496867105,2.342901474010861
