FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,,Afghanistan,2022-03-21 04:20:50,33.93911,67.709953,177093,7654,,,Afghanistan,454.92049096055746,4.32202289192684
,,,Albania,2022-03-21 04:20:50,41.1533,20.1683,273088,3487,,,Albania,9489.471123775103,1.2768777829857043
,,,Algeria,2022-03-21 04:20:50,28.0339,1.6596,265550,6871,,,Algeria,605.5728252575431,2.5874599887026926
,,,Andorra,2022-03-21 04:20:50,42.5063,1.5218,39234,153,,,Andorra,50778.48961366725,0.38996788499770607
,,,Angola,2022-03-21 04:20:50,-11.2027,17.8739,99003,1900,,,Angola,301.22982019132814,1.9191337636233246
,,,Antarctica,2022-03-21 04:20:50,-71.9499,23.346999999999998,11,0,,,Antarctica,,0.0
,,,Antigua and Barbuda,2022-03-21 04:20:50,17.0608,-61.7964,7473,135,,,Antigua and Barbuda,7631.116738828527,1.8065034122842232
,,,Argentina,2022-03-21 04:20:50,-38.4161,-63.6167,9007753,127494,,,Argentina,19930.519172178407,1.4153807281349744
,,,Armenia,2022-03-21 04:20:50,40.0691,45.0382,422307,8595,,,Armenia,14251.557588769569,2.035249238113505
,,Australian Capital Territory,Australia,2022-03-21 04:20:50,-35.4735,149.0124,67243,38,,,"Australian Capital Territory, Australia",15707.311375846764,0.05651145844177089
,,New South Wales,Australia,2022-03-21 04:20:50,-33.8688,151.2093,1602275,2025,,,"New South Wales, Australia",19737.31214584873,0.12638279945702205
,,Northern Territory,Australia,2022-03-21 04:20:50,-12.4634,130.8456,46360,31,,,"Northern Territory, Australia",18876.221498371335,0.06686798964624677
,,Queensland,Australia,2022-03-21 04:20:50,-27.4698,153.0251,672275,685,,,"Queensland, Australia",13141.921610790734,0.10189282659625896
,,South Australia,Australia,2022-03-21 04:20:50,-34.9285,138.6007,207490,234,,,"South Australia, Australia",11812.695701679475,0.11277651935033013
