FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,,Afghanistan,2022-02-23 04:21:09,33.93911,67.709953,172716,7569,,,Afghanistan,443.67675468112037,4.382338636837352
,,,Albania,2022-02-23 04:21:09,41.1533,20.1683,270455,3451,,,Albania,9397.977621794424,1.2759978554657891
,,,Algeria,2022-02-23 04:21:09,28.0339,1.6596,264365,6812,,,Algeria,602.8704950073821,2.576740491366104
,,,Andorra,2022-02-23 04:21:09,42.5063,1.5218,37820,151,,,Andorra,48948.424254190126,0.39925965097831834
,,,Angola,2022-02-23 04:21:09,-11.2027,17.8739,98671,1899,,,Angola,300.2196659505118,1.9245776367929788
,,,Antarctica,2022-02-23 04:21:09,-71.9499,23.346999999999998,11,0,,,Antarctica,,0.0
,,,Antigua and Barbuda,2022-02-23 04:21:09,17.0608,-61.7964,7408,135,,,Antigua and Barbuda,7564.741442692592,1.8223542116630669
,,,Argentina,2022-02-23 04:21:09,-38.4161,-63.6167,8855624,125618,,,Argentina,19593.91913983468,1.4185109936916924
,,,Armenia,2022-02-23 04:21:09,40.0691,45.0382,416510,8354,,,Armenia,14055.926734102,2.0057141485198433
,,Australian Capital Territory,Australia,2022-02-23 04:21:09,-35.4735,149.0124,46591,33,,,"Australian Capital Territory, Australia",10883.204858677878,0.07082913008950227
,,New South Wales,Australia,2022-02-23 04:21:09,-33.8688,151.2093,1277082,1859,,,"New South Wales, Australia",15731.485587583147,0.14556622049328077
,,Northern Territory,Australia,2022-02-23 04:21:09,-12.4634,130.8456,37692,16,,,"Northern Territory, Australia",15346.905537459284,0.04244932611694789
,,Queensland,Australia,2022-02-23 04:21:09,-27.4698,153.0251,543921,505,,,"Queensland, Australia",10632.802267618024,0.09284436526627948
,,South Australia,Australia,2022-02-23 04:21:09,-34.9285,138.6007,137087,169,,,"South Australia, Australia",7804.554511813265,0.12327937732972492
,,Tasmania,Australia,2022-02-23 04:21:09,-42.8821,147.3272,41049,24,,,"Tasmania, Australia",7665.546218487395,0.058466710516699556
,,Victoria,Australia,2022-02-23 04:21:09,-37.8136,144.9631,1011358,2409,,,"Victoria, Australia",15254.498559555952,0.23819458589342252
,,Western Australia,Australia,2022-02-23 04:21:09,-31.9505,115.8605,4469,10,,,"Western Australia, Australia",169.8851972933931,0.22376370552696354
,,,Austria,2022-02-23 04:21:09,47.5162,14.5501,2506243,17727,,,Austria,27935.26825368627,0.581527065989073
,,,Azerbaijan,2022-02-23 04:21:09,40.1431,47.5769,777804,9280,,,Azerbaijan,7671.275029773134,1.1931026325398173
,,,Bahamas,2022-02-23 04:21:09,25.025885,-78.035889,33081,770,,,Bahamas,8412.248759052809,2.3276200840361536
,,,Bahrain,2022-02-23 04:21:09,26.0275,50.55,498637,1442,,,Bahrain,29304.300759939422,0.2891883273804391
,,,Bangladesh,2022-02-23 04:21:09,23.685,90.3563,1936837,28990,,,Bangladesh,1176.0545608456132,1.4967702496389732
,,,Barbados,2022-02-23 04:21:09,13.1939,-59.5432,54106,311,,,Barbados,18827.926269526153,0.5747976194876724
,,,Belarus,2022-02-23 04:21:09,53.7098,27.9534,890089,6392,,,Belarus,9419.608033212122,0.7181304341475965
,,Antwerp,Belgium,2022-02-23 04:21:09,51.2195,4.4024,527485,0,,,"Antwerp, Belgium",28390.149333740937,0.0
,,Brussels,Belgium,2022-02-23 04:21:09,50.8503,4.3517,409532,0,,,"Brussels, Belgium",33886.451608632546,0.0
,,East Flanders,Belgium,2022-02-23 04:21:09,51.0362,3.7373,449983,0,,,"East Flanders, Belgium",29700.59350628092,0.0
,,Flemish Brabant,Belgium,2022-02-23 04:21:09,50.9167,4.5833,322965,0,,,"Flemish Brabant, Belgium",28177.634305407115,0.0
,,Hainaut,Belgium,2022-02-23 04:21:09,50.5257,4.0621,413864,0,,,"Hainaut, Belgium",30787.931628331527,0.0
,,Liege,Belgium,2022-02-23 04:21:09,50.4496,5.8492,343798,0,,,"Liege, Belgium",31056.954341133453,0.0
,,Limburg,Belgium,2022-02-23 04:21:09,50.9739,5.3420000000000005,248052,0,,,"Limburg, Belgium",28379.67708867248,0.0
,,Luxembourg,Belgium,2022-02-23 04:21:09,50.0547,5.4677,92935,0,,,"Luxembourg, Belgium",32650.243467140717,0.0
,,Namur,Belgium,2022-02-23 04:21:09,50.331,4.8221,160393,0,,,"Namur, Belgium",32446.87199716785,0.0
,,Unknown,Belgium,2022-02-23 04:21:09,,,52069,30040,,,"Unknown, Belgium",,57.6926770247172
,,Walloon Brabant,Belgium,2022-02-23 04:21:09,50.4,4.35,134583,0,,,"Walloon Brabant, Belgium",33345.721867497195,0.0
,,West Flanders,Belgium,2022-02-23 04:21:09,51.0536,3.1458,364909,0,,,"West Flanders, Belgium",30515.991021879985,0.0
,,,Belize,2022-02-23 04:21:09,17.1899,-88.4976,56374,647,,,Belize,14177.822599912983,1.1476921985312378
,,,Benin,2022-02-23 04:21:09,9.3077,2.3158,26567,163,,,Benin,219.14184689551388,0.6135431174012873
,,,Bhutan,2022-02-23 04:21:09,27.5142,90.4336,10196,6,,,Bhutan,1321.389506643235,0.05884660651235779
,,,Bolivia,2022-02-23 04:21:09,-16.2902,-63.5887,891112,21400,,,Bolivia,7633.939742632354,2.40149386384652
,,,Bosnia and Herzegovina,2022-02-23 04:21:09,43.9159,17.6791,369230,15362,,,Bosnia and Herzegovina,11254.215796989467,4.160550334479863
,,,Botswana,2022-02-23 04:21:09,-22.3285,24.6849,262652,2614,,,Botswana,11168.957635677458,0.9952332363736046
,,Acre,Brazil,2022-02-23 04:21:09,-9.0238,-70.812,118436,1962,,,"Acre, Brazil",13429.107587293847,1.6565909014151103
,,Alagoas,Brazil,2022-02-23 04:21:09,-9.5713,-36.782,289311,6621,,,"Alagoas, Brazil",8668.86581207824,2.2885407053309414
,,Amapa,Brazil,2022-02-23 04:21:09,0.902,-52.003,159973,2098,,,"Amapa, Brazil",18915.35251752626,1.3114713107836948
,,Amazonas,Brazil,2022-02-23 04:21:09,-3.4168,-65.8561,570599,14098,,,"Amazonas, Brazil",13767.297520120774,2.4707368922833726
,,Bahia,Brazil,2022-02-23 04:21:09,-12.5797,-41.7007,1489594,28977,,,"Bahia, Brazil",10015.38082536322,1.945295160963323
,,Ceara,Brazil,2022-02-23 04:21:09,-5.4984,-39.3206,1219743,26133,,,"Ceara, Brazil",13356.686178107546,2.1425005103534107
